median_income,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,target
-0.32619600376929286,-0.2117845968515324,0.0,0.0,0.0,0.0,1.0,-0.9011890855836365
-0.03584337669866782,0.34218528298253253,0.0,0.0,0.0,0.0,1.0,1.5127714028374142
0.14470144729641415,-0.661657846984884,0.0,0.0,0.0,0.0,1.0,-0.2992125538956927
-1.0178643798132792,0.7830316241263162,0.0,0.0,0.0,0.0,1.0,-0.9842203313336978
-0.17148830990963268,-0.5503636397712943,0.0,1.0,0.0,0.0,0.0,-0.9574081582269072
1.4399188815647979,-0.9015754427417793,1.0,0.0,0.0,0.0,0.0,0.49823336882885366
-0.7150133036121046,0.5944270664826393,1.0,0.0,0.0,0.0,0.0,-0.43154360180985274
2.157529416728497,-0.9513416743384994,0.0,0.0,0.0,1.0,0.0,2.5325075387934524
-1.2502410075556405,1.1687740725763212,1.0,0.0,0.0,0.0,0.0,-0.5829026435417352
1.3369379624681264,-1.0299054045224272,1.0,0.0,0.0,0.0,0.0,0.937607044256261
0.17642020055209487,-0.21117794020305858,0.0,0.0,0.0,1.0,0.0,0.21367837037291468
-0.8667276714194903,2.0280523571188493,1.0,0.0,0.0,0.0,0.0,-0.41338051680202686
-0.5281667405596027,-0.43563707291752857,0.0,1.0,0.0,0.0,0.0,-0.9617327022763895
-0.9366244604647068,2.5694504739065613,1.0,0.0,0.0,0.0,0.0,-0.17034114122111849
-0.5609882981503317,0.05556519440975602,1.0,0.0,0.0,0.0,0.0,0.19638019417498526
-0.3749819669721523,-0.2588814888213819,1.0,0.0,0.0,0.0,0.0,-0.7740474905288552
-0.5190292189263438,-0.30385928678901203,1.0,0.0,0.0,0.0,0.0,-0.32515981819258677
0.2759876776593301,-0.596620658524383,0.0,1.0,0.0,0.0,0.0,-0.6607444364324175
0.18498006277175663,-0.3281454797655629,1.0,0.0,0.0,0.0,0.0,-0.43067869299995626
-1.285478231785047,1.9891710956232804,1.0,0.0,0.0,0.0,0.0,-0.9781659696644225
-0.8860530045289117,0.13045289850966835,0.0,1.0,0.0,0.0,0.0,-1.1632564549822673
2.4480921017677026,-1.330416342258605,1.0,0.0,0.0,0.0,0.0,2.5325075387934524
-0.6110871236568205,-0.19460900250393473,1.0,0.0,0.0,0.0,0.0,-0.9634625198961825
-1.2108551384467658,0.6682617615370555,1.0,0.0,0.0,0.0,0.0,-0.9487590701279425
-0.8520236136188436,0.011550872124339135,0.0,1.0,0.0,0.0,0.0,-1.1104970175785824
0.8068041642626718,-0.9297705881061444,0.0,0.0,0.0,1.0,0.0,0.7334885651206938
-1.6046088005512231,0.9392195897074492,0.0,1.0,0.0,0.0,0.0,-1.4244589155710015
-0.1979030994586514,0.8913441959271807,1.0,0.0,0.0,0.0,0.0,-0.17034114122111849
-0.0008162104378418511,0.5195859803553452,1.0,0.0,0.0,0.0,0.0,0.09518586341709814
-0.7313453106692513,-0.19651460854660688,1.0,0.0,0.0,0.0,0.0,-1.0352499511175894
-0.6087239715102879,-0.19244040718013752,1.0,0.0,0.0,0.0,0.0,-0.5266835708984645
0.09990658549658714,-0.2868306746003693,0.0,1.0,0.0,0.0,0.0,-0.6036604549792505
-0.5544239866321857,0.39190318673235613,1.0,0.0,0.0,0.0,0.0,0.6011575172065337
-0.7188468615387019,0.8731677083288374,1.0,0.0,0.0,0.0,0.0,-0.23088475791387145
-0.23035705560436415,0.05136580938520466,1.0,0.0,0.0,0.0,0.0,-0.44884177800778213
-0.1530557231666791,-0.4405745383431152,1.0,0.0,0.0,0.0,0.0,0.5951031555372585
-0.9814193222645339,-0.21057288040147004,0.0,1.0,0.0,0.0,0.0,-1.1364442818754767
-0.3626935758101833,0.03979578748607987,1.0,0.0,0.0,0.0,0.0,-0.3424579943905162
0.6286224924141224,-0.7836663164541553,1.0,0.0,0.0,0.0,0.0,0.7481920148889338
-1.5284627869407321,3.039755296479948,1.0,0.0,0.0,0.0,0.0,0.15745929772964407
3.842509411698306,-1.2235860058444203,1.0,0.0,0.0,0.0,0.0,2.5325075387934524
0.03111260078641929,-0.1591765561517661,0.0,1.0,0.0,0.0,0.0,0.144485665581197
0.07081355684816514,-0.4087149756310248,0.0,1.0,0.0,0.0,0.0,-1.0196815925394531
1.1228888924844285,-0.5445031350456417,1.0,0.0,0.0,0.0,0.0,0.7551112853681056
-0.1322599842771934,0.2899969589214733,1.0,0.0,0.0,0.0,0.0,-0.09855370999971137
-0.33811679348624557,0.23748616768363195,1.0,0.0,0.0,0.0,0.0,-0.34072817677072326
-0.5456540664439431,-0.08181101101644098,0.0,1.0,0.0,0.0,0.0,-0.5993359109297681
-0.3597527642500541,0.4472127002596256,1.0,0.0,0.0,0.0,0.0,-0.41511033442181977
-0.4031297347619614,0.1803248841457444,1.0,0.0,0.0,0.0,0.0,-1.1252004673468226
0.09013888995758611,-0.5281743881005653,1.0,0.0,0.0,0.0,0.0,-0.29488800984621033
-0.7756150275476267,1.5077696506648943,1.0,0.0,0.0,0.0,0.0,-0.2205058521951138
0.3120651337630593,-0.8953158987035627,0.0,0.0,0.0,1.0,0.0,0.5060175481179219
-0.4625236253781447,-0.2411243562437115,0.0,1.0,0.0,0.0,0.0,-0.9556783406071142
-0.6369767682843873,0.07344155451545055,1.0,0.0,0.0,0.0,0.0,-0.37186489392699623
-0.3359111848161486,-0.011414920294232325,1.0,0.0,0.0,0.0,0.0,0.37022686496417595
2.561838491754133,-1.277904300378296,1.0,0.0,0.0,0.0,0.0,1.967713436842958
3.9182878238637806,-1.6720033756345531,0.0,0.0,0.0,1.0,0.0,2.5325075387934524
-1.4034257811430908,-0.20559833694705457,1.0,0.0,0.0,0.0,0.0,-0.9911396018128695
-0.5719113125165263,-0.4816623612556955,1.0,0.0,0.0,0.0,0.0,0.30103416017245826
-0.5014893785498581,0.7145363295644503,0.0,0.0,0.0,0.0,1.0,0.23876072585991234
-0.9598883804850155,1.8577639377260364,0.0,0.0,0.0,0.0,1.0,-0.33207908867175856
-0.30140916347677427,0.09474033431794941,1.0,0.0,0.0,0.0,0.0,-0.4566259572968504
-1.1189547771927244,0.9635089848970827,0.0,1.0,0.0,0.0,0.0,-1.2385035214432603
-0.35938516280503785,1.9449525272156345,0.0,1.0,0.0,0.0,0.0,-1.1001181118598249
0.952006735044057,0.4608691214999545,0.0,0.0,0.0,1.0,0.0,0.994691025709428
0.7646875415622485,-0.6665964444935473,1.0,0.0,0.0,0.0,0.0,1.411577072079527
-0.2835017216552725,1.4751707379913694,1.0,0.0,0.0,0.0,0.0,-0.22396548743469968
-0.9992742495938903,-0.3736798319547575,1.0,0.0,0.0,0.0,0.0,-0.8043192988752318
-1.4349344764301903,2.8017384333511255,0.0,0.0,0.0,0.0,1.0,-0.8190227486434718
0.581779565420634,-0.9455720107948399,0.0,1.0,0.0,0.0,0.0,-0.42462433133068095
0.7952509759907355,-0.13837437197528107,0.0,0.0,0.0,0.0,1.0,0.6098066053054985
-1.1189547771927244,1.16214136978394,0.0,0.0,0.0,0.0,1.0,-0.45835577491664337
-1.3927653392376222,1.855959338852318,0.0,0.0,0.0,0.0,1.0,-0.8838909093857071
0.7145887160557599,-0.258910123601677,1.0,0.0,0.0,0.0,0.0,0.6859185805763879
-0.5812063776262207,0.06375937803934874,0.0,1.0,0.0,0.0,0.0,-0.14698860335391375
-1.0982115527953837,0.9349779633511989,0.0,1.0,0.0,0.0,0.0,-1.2462877007323285
-0.3416877789521167,0.25292703162370783,1.0,0.0,0.0,0.0,0.0,-0.14958332978360317
-0.8105371648241624,-0.12526992318863805,0.0,1.0,0.0,0.0,0.0,-1.2981822293261167
-0.11408996999496575,-0.5182765046545087,1.0,0.0,0.0,0.0,0.0,0.6478625929409432
0.4400954656129751,-0.29479299958644606,0.0,0.0,0.0,0.0,1.0,1.235135674860647
-0.6850275285972147,1.3964138656544802,1.0,0.0,0.0,0.0,0.0,-0.28796873936703854
-0.6245833481381282,-0.04430961968257364,0.0,0.0,0.0,1.0,0.0,0.10037531627647696
0.6365521807280426,-0.6090623975396132,1.0,0.0,0.0,0.0,0.0,0.15399966249005817
-0.19317679516558622,-0.6734636375506384,0.0,1.0,0.0,0.0,0.0,-0.916757444161773
0.972224814519946,-1.1448859536346447,0.0,1.0,0.0,0.0,0.0,-0.3675403498775139
-0.7513533321765598,1.2875284051613627,1.0,0.0,0.0,0.0,0.0,-0.6503655307136599
-0.4780154005609688,0.469690068466938,0.0,0.0,0.0,0.0,1.0,0.33130596851883476
-0.4931395742987767,0.8995702340481027,1.0,0.0,0.0,0.0,0.0,0.4065530349798277
0.7958286354043324,-1.0884662816790383,1.0,0.0,0.0,0.0,0.0,0.8156549020608586
0.5361969862386294,-0.59253658797125,1.0,0.0,0.0,0.0,0.0,-0.16169205312215376
-0.43889210391281985,0.49097089313161124,1.0,0.0,0.0,0.0,0.0,-0.20061294956749495
-1.2579606379009798,0.24432082207599615,0.0,1.0,0.0,0.0,0.0,-0.9115679913023942
