median_income,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,target
3.2596,0.20057581573896352,0.0,0.0,0.0,0.0,1.0,103000.0
3.8125,0.23270254287403902,0.0,0.0,0.0,0.0,1.0,382100.0
4.1563,0.17448603057459147,0.0,0.0,0.0,0.0,1.0,172600.0
1.9425,0.2582688247712878,0.0,0.0,0.0,0.0,1.0,93400.0
3.5542,0.1809403862300588,0.0,1.0,0.0,0.0,0.0,96500.0
6.6227,0.16057233704292528,1.0,0.0,0.0,0.0,0.0,264800.0
2.5192,0.24733096085409254,1.0,0.0,0.0,0.0,0.0,157300.0
7.9892,0.1576862123613312,0.0,0.0,0.0,1.0,0.0,500001.0
1.5,0.28063943161634103,1.0,0.0,0.0,0.0,0.0,139800.0
6.4266,0.15313001605136436,1.0,0.0,0.0,0.0,0.0,315600.0
4.2167,0.20061099796334012,0.0,0.0,0.0,1.0,0.0,231900.0
2.2303,0.33047210300429186,1.0,0.0,0.0,0.0,0.0,159400.0
2.875,0.1875937968984492,0.0,1.0,0.0,0.0,0.0,96000.0
2.0972,0.36186974789915966,1.0,0.0,0.0,0.0,0.0,187500.0
2.8125,0.21608040201005024,1.0,0.0,0.0,0.0,0.0,229900.0
3.1667,0.19784449576597382,1.0,0.0,0.0,0.0,0.0,117700.0
2.8924,0.19523606975754998,1.0,0.0,0.0,0.0,0.0,169600.0
4.4063,0.17825777355803465,0.0,1.0,0.0,0.0,0.0,130800.0
4.233,0.19382762514113663,1.0,0.0,0.0,0.0,0.0,157400.0
1.4329,0.3282172373081464,1.0,0.0,0.0,0.0,0.0,94100.0
2.1935,0.22042341220423411,0.0,1.0,0.0,0.0,0.0,72700.0
8.5425,0.13570229434806938,1.0,0.0,0.0,0.0,0.0,500001.0
2.7171,0.20157189089227925,1.0,0.0,0.0,0.0,0.0,95800.0
1.575,0.25161290322580643,1.0,0.0,0.0,0.0,0.0,97500.0
2.2583,0.21352785145888595,0.0,1.0,0.0,0.0,0.0,78800.0
5.4171,0.15893719806763285,0.0,0.0,0.0,1.0,0.0,292000.0
0.8252,0.26732673267326734,0.0,1.0,0.0,0.0,0.0,42500.0
3.5039,0.26455026455026454,1.0,0.0,0.0,0.0,0.0,187500.0
3.8792,0.24299065420560748,1.0,0.0,0.0,0.0,0.0,218200.0
2.4881,0.20146137787056367,1.0,0.0,0.0,0.0,0.0,87500.0
2.7216,0.2016976556184317,1.0,0.0,0.0,0.0,0.0,146300.0
4.071,0.19622362088115514,0.0,1.0,0.0,0.0,0.0,137400.0
2.825,0.23558586484810912,1.0,0.0,0.0,0.0,0.0,276700.0
2.5119,0.2634961439588689,1.0,0.0,0.0,0.0,0.0,180500.0
3.4421,0.21583686440677965,1.0,0.0,0.0,0.0,0.0,155300.0
3.5893,0.18730745532963647,1.0,0.0,0.0,0.0,0.0,276000.0
2.0119,0.20064608758076094,0.0,1.0,0.0,0.0,0.0,75800.0
3.1901,0.21516587677725119,1.0,0.0,0.0,0.0,0.0,167600.0
5.0778,0.16741031590219524,1.0,0.0,0.0,0.0,0.0,293700.0
0.9702,0.3891444342226311,1.0,0.0,0.0,0.0,0.0,225400.0
11.1978,0.14189777390871783,1.0,0.0,0.0,0.0,0.0,500001.0
3.94,0.20362674726105023,0.0,1.0,0.0,0.0,0.0,223900.0
4.0156,0.18915510718789408,0.0,1.0,0.0,0.0,0.0,89300.0
6.019,0.18128025820333513,1.0,0.0,0.0,0.0,0.0,294500.0
3.6289,0.2296759522455941,1.0,0.0,0.0,0.0,0.0,195800.0
3.2369,0.22663066057332779,1.0,0.0,0.0,0.0,0.0,167800.0
2.8417,0.20811345646437995,0.0,1.0,0.0,0.0,0.0,137900.0
3.1957,0.2387934645999162,1.0,0.0,0.0,0.0,0.0,159200.0
3.1131,0.22331566994700985,1.0,0.0,0.0,0.0,0.0,77100.0
4.0524,0.18222722159730034,1.0,0.0,0.0,0.0,0.0,173100.0
2.4038,0.30029901751388294,1.0,0.0,0.0,0.0,0.0,181700.0
4.475,0.1609353507565337,0.0,0.0,0.0,1.0,0.0,265700.0
